31 1 0
29 1 0
206 1 0
216 1 0
205 4 0
204 2 0
217 2 0
220 4 0
222 4 0
219 5 0
221 4 0
209 4 0
226 2 0
210 2 0
218 2 0
211 2 0
225 1 0
207 1 0
213 1 0
214 1 0
145 4 0
124 8 0
142 9 0
138 8 0
150 6 0
127 5 0
133 7 0
136 8 0
155 3 0
159 7 0
137 3 0
149 4 0
152 4 0
156 3 0
125 6 0
140 3 0
161 4 0
143 4 0
144 6 0
135 3 0
129 2 0
157 4 0
141 1 0
148 1 0
160 1 0
131 2 0
153 3 0
147 1 0
162 1 0
78 3 0
55 6 0
72 2 0
51 4 0
44 4 0
71 4 0
46 4 0
65 4 0
45 3 0
58 2 0
68 2 0
79 2 0
43 4 0
80 2 0
56 3 0
75 4 0
74 2 0
66 2 0
42 3 0
70 9 0
76 9 0
69 5 0
59 3 0
62 5 0
67 4 0
64 4 0
52 5 0
82 4 0
49 3 0
63 1 0
48 1 0
50 1 0
53 1 0
57 1 0
203 4 0
168 3 0
165 2 0
187 2 0
200 3 0
183 4 0
201 3 0
199 5 0
169 7 0
196 4 0
192 3 0
166 2 0
186 6 0
176 7 0
197 5 0
188 5 0
189 5 0
179 5 0
171 5 0
164 4 0
191 3 0
167 5 0
184 2 0
193 2 0
174 2 0
177 2 0
175 1 0
182 2 0
202 1 0
181 1 0
194 1 0
170 1 0
